Review Title,Aircraft,Type of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food Beverages,Inflight Entertainment,Ground Service,Value For Money,Overall Rating,sentiment_score,sentiment_label,Sentiment Score,Sentiment,Review Length,Route Popularity,Airline Popularity,clean_review,Aircraft_Label
"""Will never fly BA again""",A320,Solo Leisure,Economy Class,Lisbon to London,2019-11-01,1.0,3.2404661016949152,2.7091954022988505,2.636533432947329,1.0,1,1.9310324894901825,0.0,Neutral,0.0,1,5,8,662,will never fly ba again,26
"""very disappointed with the service they provide""",A320,Solo Leisure,Economy Class,London Heathrow to Glasgow,2019-11-01,4.0,3.0,2.7091954022988505,2.636533432947329,4.0,2,3.0576214725410296,-0.5256,Negative,-0.5256,0,7,3,662,very disappointed with the service they provide,26
"""Surprisingly good flight""",Boeing 787-9,Family Leisure,Economy Class,doha to londonDoha to London,2019-11-01,5.0,5.0,4.0,4.0,5.0,5,4.666666666666667,0.6249,Positive,0.6249,2,3,1,54,surprisingly good flight,184
"""plane was old and cramped""",A380,Family Leisure,Economy Class,London to Buenos Aires,2019-11-01,2.0,3.0,2.0,1.0,3.0,2,2.1666666666666665,0.0,Neutral,0.0,1,5,2,302,plane was old and cramped,81
"""Movie selection below average""",A380,Couple Leisure,Economy Class,San Francisco to London,2019-11-01,4.0,2.0,3.0,2.0,3.0,3,2.8333333333333335,0.0,Neutral,0.0,1,4,10,302,movie selection below average,81
"""What a disappointment of an airline""",Boeing 777-300,Business,Business Class,Sydney to Singapore,2019-11-01,1.0,1.0,1.0,1.0,2.0,1,1.1666666666666667,-0.5106,Negative,-0.5106,0,6,4,54,what a disappointment of an airline,167
"""I begrudge flying with them""",Boeing 777,Family Leisure,Economy Class,London to Mauritius,2019-11-01,1.0,4.0,1.0,1.0,1.0,2,1.6666666666666667,0.0,Neutral,0.0,1,5,2,452,i begrudge flying with them,145
"""excellent premium host service""",Boeing 747-400,Business,Business Class,Los Angeles to Amsterdam via London,2019-11-01,5.0,5.0,5.0,5.0,5.0,5,5.0,0.5719,Positive,0.5719,2,4,1,275,excellent premium host service,129
"""a remarkably bad experience""",Boeing 747-400,Solo Leisure,Economy Class,London to Vancouver,2019-11-01,2.0,2.0,2.0,1.0,2.0,3,2.0,-0.5849,Negative,-0.5849,0,4,11,275,a remarkably bad experience,129
"""It used to be a good airline""",Boeing 747-400,Couple Leisure,Economy Class,New York to Paris via London,2019-11-01,1.0,1.0,1.0,1.0,1.0,1,1.0,0.4404,Positive,0.4404,2,7,1,275,it used to be a good airline,129
"""left a great deal to be desired""",A320,Couple Leisure,Business Class,London Heathrow to Lisbon,2019-11-01,4.0,1.0,2.0,2.0,5.0,2,2.6666666666666665,0.7351,Positive,0.7351,2,7,4,662,left a great deal to be desired,26
"""Food was fairly good both ways""",Boeing 777,Solo Leisure,Economy Class,London to Boston,2019-11-01,4.0,4.0,4.0,4.0,4.0,3,3.8333333333333335,0.4404,Positive,0.4404,2,6,10,452,food was fairly good both ways,145
"""a very friendly and welcoming crew""",A320,Business,Economy Class,Tirana to London,2019-11-01,4.0,5.0,3.0,5.0,5.0,5,4.5,0.7688,Positive,0.7688,2,6,1,662,a very friendly and welcoming crew,26
"""Great service on this flight""",Boeing 747-400,Solo Leisure,Economy Class,Gatwick to St Lucia,2019-11-01,5.0,5.0,5.0,5.0,5.0,5,5.0,0.6249,Positive,0.6249,2,5,4,275,great service on this flight,129
"""They were friendly, welcoming""",A380,Family Leisure,Economy Class,London to Singapore,2019-11-01,4.0,5.0,4.0,5.0,5.0,4,4.5,0.7269,Positive,0.7269,2,4,8,302,they were friendly welcoming,81
"""find an alternative airline""",A380,Solo Leisure,Economy Class,London to San Francisco,2019-11-01,1.0,4.0,3.0,2.0,4.0,2,2.6666666666666665,0.0,Neutral,0.0,1,4,8,302,find an alternative airline,81
"""pleased with all aspects""",A320,Couple Leisure,Business Class,Gatwick to Venice,2019-09-01,4.0,5.0,4.0,2.6,5.0,4,4.1000000000000005,0.4404,Positive,0.4404,2,4,4,662,pleased with all aspects,26
"""still awaiting a refund""",A320,Couple Leisure,Economy Class,Bordeaux to Gatwick,2019-09-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,2.755620723362659,1,2.533580549028908,0.0,Neutral,0.0,1,4,1,662,still awaiting a refund,26
"""loved every minute of the flight""",Boeing 787-9,Couple Leisure,Business Class,Seychelles to London,2019-10-01,5.0,5.0,5.0,5.0,4.0,5,4.833333333333333,0.5994,Positive,0.5994,2,6,2,54,loved every minute of the flight,184
"""don’t trust BA with your loved ones""",A320,Couple Leisure,Economy Class,London to Belfast,2019-10-01,3.0,2.0,2.7091954022988505,2.636533432947329,1.0,2,2.2242881392076965,0.802,Positive,0.802,2,7,6,662,dont trust ba with your loved ones,26
"""downgraded to premium economy""",Boeing 747-400,Business,Premium Economy,London to Cape Town,2019-10-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,1.0,1,2.2409770951351313,0.0,Neutral,0.0,1,4,15,275,downgraded to premium economy,129
"""seems they were understaffed""",Boeing 787,Couple Leisure,Business Class,San Jose to London,2019-10-01,2.0,4.0,4.0,1.0,3.0,2,2.6666666666666665,0.0,Neutral,0.0,1,4,1,97,seems they were understaffed,172
"""offering an ultra low cost service""",A321neo,Solo Leisure,Economy Class,London Heathrow to Edinburgh,2019-10-01,1.0,3.0,1.0,1.4,3.0,3,2.066666666666667,-0.2732,Negative,-0.2732,0,6,2,15,offering an ultra low cost service,72
"""Food was fine and service friendly""",Boeing 777-200,Family Leisure,Economy Class,Gatwick to Barbados,2019-10-01,4.0,4.0,4.0,5.0,5.0,5,4.5,0.6124,Positive,0.6124,2,6,6,171,food was fine and service friendly,157
"""Service was fantastic""",Boeing 777,Couple Leisure,Economy Class,Toronto to London,2019-10-01,3.0,5.0,5.0,5.0,5.0,5,4.666666666666667,0.5574,Positive,0.5574,2,3,10,452,service was fantastic,145
"""check in counter was closed""",A320,Solo Leisure,Economy Class,Jeddah to London,2019-10-01,1.0,1.0,1.0,5.0,1.0,1,1.6666666666666667,0.0,Neutral,0.0,1,5,1,662,check in counter was closed,26
"""no free food nor drink""",A320,Business,Economy Class,Zurich to London,2019-10-01,1.0,1.0,2.7091954022988505,2.636533432947329,2.0,3,2.05762147254103,0.5106,Positive,0.5106,2,5,5,662,no free food nor drink,26
"""we had an excellent flight""",A380,Couple Leisure,Business Class,San Francisco to London,2019-10-01,5.0,5.0,5.0,4.0,5.0,4,4.666666666666667,0.5719,Positive,0.5719,2,5,10,302,we had an excellent flight,81
"""very happy with this short flight""",A319,Solo Leisure,Business Class,London to Belfast,2019-10-01,5.0,5.0,5.0,3.4,5.0,5,4.733333333333333,0.6115,Positive,0.6115,2,6,6,196,very happy with this short flight,10
"""Worst customer experience""",Boeing 777-200,Couple Leisure,Economy Class,London Gatwick to Salzburg,2019-04-01,2.0,3.0,3.0,2.0,2.0,2,2.3333333333333335,-0.6249,Negative,-0.6249,0,3,2,171,worst customer experience,157
"""three hours to get rebooking""",Embraer,Business,Economy Class,Frankfurt to London,2019-10-01,1.0,4.0,2.0,2.0,1.0,1,1.8333333333333333,0.0,Neutral,0.0,1,5,5,18,three hours to get rebooking,200
"""an awesome experience""",A321 Neo,Business,Economy Class,Hyderabad to San Francisco via London,2019-10-01,3.0,5.0,2.0,3.0,3.0,3,3.1666666666666665,0.6249,Positive,0.6249,2,3,1,4,an awesome experience,64
"""seat are surprisingly comfortable""",Boeing 747-400,Business,Business Class,Vancouver to London,2019-10-01,4.0,1.0,1.0,4.0,3.0,2,2.5,0.6705,Positive,0.6705,2,4,17,275,seat are surprisingly comfortable,129
"""clueless staff full of attitude""",A320,Solo Leisure,Economy Class,London to Malaga,2019-10-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,-0.3612,Negative,-0.3612,0,5,7,662,clueless staff full of attitude,26
"""Extremely poor communication""",A320,Business,Economy Class,Brussels to London,2019-10-01,4.0,4.0,2.7091954022988505,2.636533432947329,1.0,2,2.724288139207696,-0.5256,Negative,-0.5256,0,3,4,662,extremely poor communication,26
"""The seat was uncomfortable""",Boeing 777,Couple Leisure,Premium Economy,London to Singapore,2019-10-01,1.0,1.0,1.0,1.4,3.0,1,1.4000000000000001,-0.3818,Negative,-0.3818,0,4,8,452,the seat was uncomfortable,145
"""did not mention it was normal coffee""",Boeing 787,Solo Leisure,Premium Economy,Kuala Lumpur to Glasgow via London,2019-10-01,5.0,1.0,2.0,3.0,2.0,1,2.3333333333333335,0.0,Neutral,0.0,1,7,1,97,did not mention it was normal coffee,172
"""crew were very attentive""",Boeing 787-900,Couple Leisure,Business Class,London Heathrow to Seychelles,2019-10-01,5.0,5.0,5.0,5.0,5.0,5,5.0,0.0,Neutral,0.0,1,4,1,8,crew were very attentive,190
"""45 minutes before my bag came""",A320-200,Couple Leisure,Economy Class,Edinburgh to London Heathrow,2019-10-01,3.0,3.0,2.7091954022988505,2.636533432947329,1.0,1,2.2242881392076965,0.0,Neutral,0.0,1,6,1,14, minutes before my bag came,45
"""comfortable seats""",A321,Couple Leisure,Economy Class,Amman to London,2019-09-01,4.0,4.0,4.0,4.0,4.0,4,4.0,0.5106,Positive,0.5106,2,2,5,126,comfortable seats,59
"""glorified budget airline""",A320,Business,Economy Class,London to Athens,2019-10-01,3.0,2.0,2.7091954022988505,2.636533432947329,4.0,2,2.724288139207696,0.5106,Positive,0.5106,2,3,11,662,glorified budget airline,26
"""easily the most cramped space I have ever flown""",Boeing 777,Couple Leisure,Economy Class,New York JFK to London,2019-10-01,1.0,2.0,1.0,1.0,1.0,1,1.1666666666666667,0.34,Positive,0.34,2,9,4,452,easily the most cramped space i have ever flown,145
"""Seats were uncomfortable""",Boeing 777-200,Couple Leisure,Premium Economy,Buenos Aires to London Heathrow,2019-09-01,1.0,3.0,1.0,1.0,4.0,1,1.8333333333333333,-0.3818,Negative,-0.3818,0,3,2,171,seats were uncomfortable,157
"""It’s almost like a low cost""","Boeing 787-9, A320-200",Solo Leisure,Economy Class,Mexico City to Barcelona via London Heathrow,2019-09-01,5.0,4.0,4.0,4.0,4.0,3,4.0,0.0953,Positive,0.0953,2,6,1,1,its almost like a low cost,188
"""Couldn’t ask for more""",A319,Couple Leisure,Economy Class,Bari to London Gatwick,2019-09-01,4.0,5.0,4.0,2.6,4.0,5,4.1000000000000005,0.0,Neutral,0.0,1,4,2,196,couldnt ask for more,10
"""zero feeling of comfort""",Boeing 787,Couple Leisure,Premium Economy,Abu Dhabi to London Heathrow,2019-09-01,1.0,3.0,1.0,1.4,4.0,1,1.9000000000000001,0.4588,Positive,0.4588,2,4,1,97,zero feeling of comfort,172
"""they were really good""",Boeing 787-900,Couple Leisure,Economy Class,London Heathrow to Abu Dhabi,2019-10-01,5.0,5.0,5.0,4.0,5.0,4,4.666666666666667,0.4927,Positive,0.4927,2,4,1,8,they were really good,190
"""cancelled and rescheduled""",Boeing 787,Couple Leisure,Economy Class,Johannesburg to Amsterdam via London,2019-09-01,4.0,5.0,1.0,1.0,1.0,2,2.3333333333333335,-0.25,Negative,-0.25,0,3,1,97,cancelled and rescheduled,172
"""the experience was outstanding""",A350,Business,Business Class,Dubai to London Heathrow,2019-09-01,5.0,5.0,5.0,3.0,5.0,4,4.5,0.6124,Positive,0.6124,2,4,6,39,the experience was outstanding,79
"""first and definitely last time""",A320,Solo Leisure,Economy Class,Istanbul to New York via London,2019-10-01,3.0,3.0,3.0,3.0,1.0,1,2.3333333333333335,0.4019,Positive,0.4019,2,5,1,662,first and definitely last time,26
"""appreciate your excellent service""",Boeing 767,Couple Leisure,Economy Class,Rome to London Heathrow,2019-10-01,2.0,5.0,5.0,3.4,5.0,5,4.233333333333333,0.7506,Positive,0.7506,2,4,3,68,appreciate your excellent service,140
"""one of the worst experiences""",A320,Business,Economy Class,London to Athens,2019-10-01,1.0,3.0,2.7091954022988505,2.636533432947329,1.0,1,1.8909548058743633,-0.6249,Negative,-0.6249,0,5,11,662,one of the worst experiences,26
"""seats on the flight were comfortable""",A320,Solo Leisure,Economy Class,London Heathrow to Newcastle,2019-10-01,4.0,4.0,2.7091954022988505,2.636533432947329,5.0,4,3.724288139207696,0.5106,Positive,0.5106,2,6,1,662,seats on the flight were comfortable,26
"""seats are incredibly uncomfortable""",A380,Solo Leisure,Economy Class,Calgary to Gothenburg via London,2019-09-01,1.0,4.0,3.0,4.0,4.0,3,3.1666666666666665,-0.4391,Negative,-0.4391,0,4,1,302,seats are incredibly uncomfortable,81
"""such a pleasant experience""",Boeing 787-9,Family Leisure,Economy Class,Kuala Lumpur to London,2019-10-01,5.0,5.0,5.0,5.0,5.0,5,5.0,0.5106,Positive,0.5106,2,4,3,54,such a pleasant experience,184
"""Another pleasant flight""",Boeing 747,Couple Leisure,Business Class,Austin to London,2019-10-01,3.0,3.0,3.0,3.4,3.0,4,3.233333333333333,0.5106,Positive,0.5106,2,3,3,135,another pleasant flight,117
"""Better than I was expecting""",Boeing 787,Couple Leisure,Premium Economy,London to Kuala Lumpur,2019-08-01,5.0,4.0,3.0,4.0,4.0,4,4.0,0.4404,Positive,0.4404,2,5,5,97,better than i was expecting,172
"""zero customer service""",Boeing 777,Couple Leisure,Premium Economy,Newark to Madrid via London,2019-10-01,3.0,3.0,1.0,3.0,3.0,3,2.6666666666666665,0.0,Neutral,0.0,1,3,1,452,zero customer service,145
"""there is no lounge at Kos""",A320,Couple Leisure,Business Class,Kos to Gatwick,2019-10-01,4.0,3.0,2.0,2.0,1.0,3,2.5,-0.296,Negative,-0.296,0,6,1,662,there is no lounge at kos,26
"""Club Europe had no advantages""",A320,Business,Business Class,Gatwick to Alicante,2019-09-01,5.0,5.0,5.0,5.0,2.0,5,4.5,-0.2755,Negative,-0.2755,0,5,4,662,club europe had no advantages,26
"""Very enjoyable flight""",A380,Solo Leisure,Premium Economy,Vancouver to London,2019-09-01,5.0,5.0,4.0,4.0,4.0,4,4.333333333333333,0.4927,Positive,0.4927,2,3,17,302,very enjoyable flight,81
"""No room to move""",A319,Couple Leisure,Economy Class,Gatwick to Alicante,2019-09-01,1.0,3.0,2.7091954022988505,2.636533432947329,3.0,1,2.2242881392076965,0.0,Neutral,0.0,1,4,4,196,no room to move,10
"""staff wonderful. cheerful, efficient""",Boeing 747,Couple Leisure,Business Class,London Heathrow to Austin,2019-09-01,4.0,5.0,4.0,2.0,3.0,5,3.8333333333333335,0.875,Positive,0.875,2,4,3,135,staff wonderful cheerful efficient,117
"""it was the most enjoyable flight""",Boeing 747,Couple Leisure,Business Class,London Heathrow to Austin,2019-09-01,4.0,4.0,4.0,1.0,4.0,4,3.5,0.4927,Positive,0.4927,2,6,3,135,it was the most enjoyable flight,117
"""I never received the refund""",A320,Couple Leisure,Economy Class,London Gatwick to Jersey,2019-09-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,2.755620723362659,1,2.533580549028908,0.0,Neutral,0.0,1,5,1,662,i never received the refund,26
"""not too bad, all in all""",A320,Couple Leisure,Business Class,Cephalonia to London,2019-09-01,3.0,4.0,4.0,2.6,3.0,3,3.266666666666667,0.431,Positive,0.431,2,6,1,662,not too bad all in all,26
"""Delays after delays""",A380,Family Leisure,Economy Class,Chicago to Zurich via London,2019-08-01,1.0,4.0,1.0,1.0,1.0,3,1.8333333333333333,0.0,Neutral,0.0,1,3,1,302,delays after delays,81
"""a great flight""",A320,Solo Leisure,Business Class,Glasgow to London,2019-09-01,4.0,5.0,5.0,3.4,5.0,5,4.566666666666666,0.6249,Positive,0.6249,2,3,4,662,a great flight,26
"""the value was very good""",A321,Solo Leisure,Economy Class,London Heathrow to Berlin Tegel,2019-09-01,5.0,5.0,3.0,3.4,3.0,5,4.066666666666666,0.6801,Positive,0.6801,2,5,1,126,the value was very good,59
"""Abysmal customer services""",A319,Couple Leisure,Business Class,London to Milan,2019-09-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,0.0,Neutral,0.0,1,3,6,196,abysmal customer services,10
"""no different to a budget airline""",EMB190,Business,Economy Class,London to Geneva,2019-09-01,4.0,2.0,1.0,1.4,4.0,2,2.4,0.0,Neutral,0.0,1,6,4,1,no different to a budget airline,199
"""wanted to change our departure date""",A380,Couple Leisure,Business Class,Los Angeles to Istanbul via London,2019-09-01,2.0,4.0,1.0,1.4,1.0,1,1.7333333333333334,0.0,Neutral,0.0,1,6,1,302,wanted to change our departure date,81
"""a nightmare""",Boeing 747-400,Family Leisure,Premium Economy,Phoenix to Tel Aviv via London,2019-08-01,3.0,5.0,3.0,3.0,1.0,1,2.6666666666666665,0.0,Neutral,0.0,1,2,1,275,a nightmare,129
"""lacklustre at best""",A320,Couple Leisure,Business Class,London to Kefalonia,2019-09-01,3.0,2.0,2.0,2.0,3.0,3,2.5,0.6369,Positive,0.6369,2,3,1,662,lacklustre at best,26
"""don’t know which airline is at fault""",A320,Solo Leisure,Economy Class,London to Dublin,2019-09-01,2.0,5.0,2.7091954022988505,2.636533432947329,1.0,3,2.724288139207696,-0.4019,Negative,-0.4019,0,7,5,662,dont know which airline is at fault,26
"""decline in the service level""",A380,Couple Leisure,Business Class,Hong Kong to London,2019-09-01,3.0,4.0,1.0,1.0,1.0,1,1.8333333333333333,0.0,Neutral,0.0,1,5,11,302,decline in the service level,81
"""suitcase was 4cm oversize""",A320,Couple Leisure,Economy Class,Gatwick to Seville,2019-09-01,3.0,3.0,2.7091954022988505,2.636533432947329,1.0,1,2.2242881392076965,0.0,Neutral,0.0,1,4,1,662,suitcase was cm oversize,26
"""Full credit to the crew""",Boeing 777-200,Business,Economy Class,London Heathrow to Abuja Nigeria,2019-09-01,3.0,4.0,1.0,1.0,1.0,2,2.0,0.3818,Positive,0.3818,2,5,1,171,full credit to the crew,157
"""What an awful plane""",Boeing 777-300,Solo Leisure,Economy Class,London to Bangkok,2019-09-01,2.0,3.0,4.0,1.0,4.0,3,2.8333333333333335,-0.4588,Negative,-0.4588,0,4,6,54,what an awful plane,167
"""inflight service was top notch""",Boeing 747-400,Couple Leisure,Business Class,Belfast to San Francisco via London,2019-08-01,5.0,5.0,5.0,5.0,5.0,5,5.0,0.2023,Positive,0.2023,2,5,2,275,inflight service was top notch,129
"""Still recommended by me""",A319,Couple Leisure,Economy Class,London to Gothenburg,2019-09-01,4.0,4.0,2.7091954022988505,2.636533432947329,4.0,4,3.5576214725410296,0.2023,Positive,0.2023,2,4,2,196,still recommended by me,10
"""a waste of money""",Boeing 777-200,Family Leisure,Business Class,Orlando to Gatwick,2019-07-01,1.0,1.0,1.0,1.4,1.0,1,1.0666666666666667,-0.4215,Negative,-0.4215,0,4,5,171,a waste of money,157
"""welcome wasn’t especially friendly""",Boeing 787 / A320,Solo Leisure,Business Class,Mahe to Stockholm via London,2019-09-01,1.0,2.0,2.0,4.0,1.0,2,2.0,0.7574,Positive,0.7574,2,4,1,6,welcome wasnt especially friendly,174
"""been upgraded to Club World""",A319 / Boeing777,Couple Leisure,Business Class,Glasgow to Tampa via Gatwick,2019-09-01,4.0,5.0,3.0,3.0,5.0,4,4.0,0.0,Neutral,0.0,1,5,1,1,been upgraded to club world,21
"""standards on BA have plummeted""",Boeing 777-200,Family Leisure,Economy Class,Orlando to Gatwick,2019-09-01,2.0,3.0,1.0,4.0,3.0,1,2.3333333333333335,0.0,Neutral,0.0,1,5,5,171,standards on ba have plummeted,157
"""Good value flight""",Boeing 787,Family Leisure,Economy Class,London to Abu Dhabi,2019-08-01,3.0,4.0,5.0,5.0,4.0,4,4.166666666666667,0.6486,Positive,0.6486,2,3,2,97,good value flight,172
"""not worth the money""",A320,Couple Leisure,Business Class,London to St Petersburgh,2019-08-01,1.0,3.0,1.0,1.4,5.0,1,2.066666666666667,-0.1695,Negative,-0.1695,0,4,2,662,not worth the money,26
